gbifID,institutionCode,collectionCode,occurrenceID,catalogNumber,recordNumber,recordedBy,fieldNumber,eventDate,year,month,day,eventRemarks,countryCode,stateProvince,locality,decimalLongitude,decimalLatitude,elevation,habitat,eventRemarks.1,references,basisOfRecord,taxonID,scientificNameID,family,genus,species,scientificName,taxonomicStatus,acceptedScientificName,datasetKey,mediaType,occurrenceRemarks,dynamicProperties,fieldNotes,reproductiveCondition,hasGeospatialIssues,hasCoordinate,coordinateUncertaintyInMeters,issue,image_url,acceptedScientificName_corr,Country_name,Binned_latitude
3465129562,SD,,1E9B637B-9BBE-4D98-ACEE-6FE271D70C1B,,29854,Reid Moran,,1981-08-29T00:00:00,1981.0,8.0,29.0,,MX,Baja California,Ensenada,-116.6,31.85,10.0,,,https://cch2.org/portal/collections/individual/index.php?occid=5248492,PRESERVED_SPECIMEN,64761,,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07,,Planted in Ensenada; shrub 1« m high,,,FL,False,True,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,,Cestrum megalophyllum Dunal,Mexico,"(27, 37]"
3461573440,MBM,MBM,BRA:MBM:MBM:435209,435209,1168,"Gomes, M.",,2019-02-06T00:00:00,2019.0,2.0,6.0,,BR,Rio de Janeiro,"Parque Estadual Costa do Sol, Núcleo Massambaba; Restinga de Jacarepiá",-42.452222,-22.925556,3.0,,,,PRESERVED_SPECIMEN,,,Salicaceae,Casearia,Casearia oblongifolia,Casearia oblongifolia Cambess.,ACCEPTED,Casearia oblongifolia Cambess.,3b8e9d83-b2d4-4a97-973c-31d98b67b1e9,,"Arbusto, 4m.; Copa estratificada, ramos marrom-vinosos; Folhas coriáceas subconcolores; Botões florais verde-amarelados, frutos imaturos verdes com manchas vinosas, passando a totalmente vinosos namaturação; Heliófila, ocasional.; Fl",,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;DIFFERENT_OWNER_INSTITUTION,,Casearia sylvestris Sw.,Brazil,"(-23, -13]"
3461549389,MBM,MBM,BRA:MBM:MBM:434080,434080,4772,"Motta, J.T.; Brotto, M.L.; Brotto, M.L.",,2016-08-30T00:00:00,2016.0,8.0,30.0,,BR,Paraná,"Estação Ecológica Tereza Urban, Alto Boqueirão",-49.236389,-25.545278,900.0,,,,PRESERVED_SPECIMEN,,,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,3b8e9d83-b2d4-4a97-973c-31d98b67b1e9,,"Arvoreta, 4,0m, flores verdes.; Na borda da mata.",,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84;DIFFERENT_OWNER_INSTITUTION,,Cestrum megalophyllum Dunal,Brazil,"(-33, -23]"
3397173578,Universidad de la Amazonia (UniAmazonia),HUAZ,uniamazonia:HUAZ:8470,8470,5098,M. Correa,,2005-10-09T00:00:00,2005.0,10.0,9.0,,CO,Caquetá,Sede centro Universidad de la amazonia,-75.612583,1.609972,277.0,,,,PRESERVED_SPECIMEN,,,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,ec76ce73-e02b-45e6-af0b-b2128f77ac22,,"Arbusto de tallos grisaceos lenticelados, vena principal verde clara en enves, frutos globosos blancos, caliz verde amarillento semillas café oscura",,,,False,True,,COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Colombia,"(-3, 7]"
3397173245,Universidad de la Amazonia (UniAmazonia),HUAZ,uniamazonia:HUAZ:13751,13751,5100,M. Correa,,2007-11-09T00:00:00,2007.0,11.0,9.0,,CO,Caquetá,Sede centro Universidad de la amazonia,-75.612583,1.609972,277.0,,,,PRESERVED_SPECIMEN,,,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,ec76ce73-e02b-45e6-af0b-b2128f77ac22,,"Arbusto, tallo grisaceos nervadura blanca, corola verde claro o amarillenta anteras café, corola amarillenta, boton floral granate hacia el apice",,,,False,True,,COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE,,Cestrum megalophyllum Dunal,Colombia,"(-3, 7]"
3397172489,Universidad de la Amazonia (UniAmazonia),HUAZ,uniamazonia:HUAZ:19765,19765,10080,Marco Correa;Corine Vriesendorp;Marcos Ríos;Jorge Contreras;Robinson Páez;Juan Cuellar;Marcela Murcia M.;Elias Garcia R.,,2018-04-18T00:00:00,2018.0,4.0,18.0,,CO,Caquetá,Caño Orotuya,-74.76375,0.360528,,,,,PRESERVED_SPECIMEN,,,Caricaceae,Vasconcellea,Vasconcellea microcarpa,Vasconcellea microcarpa (Jacq.) A.DC.,ACCEPTED,Vasconcellea microcarpa (Jacq.) A.DC.,ec76ce73-e02b-45e6-af0b-b2128f77ac22,,"Arbusto de 2,5 m; con látex, hojas membranáceas, fruto amarillo.",,,,False,True,,COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE,,Carica microcarpa Jacq.,Colombia,"(-3, 7]"
3397172487,Universidad de la Amazonia (UniAmazonia),HUAZ,uniamazonia:HUAZ:19766,19766,9775,Marco Correa;Corine Vriesendorp;Marcos Ríos;Jorge Contreras;Robinson Páez,,2018-04-10T00:00:00,2018.0,4.0,10.0,,CO,Caquetá,Caño Guamo,-74.305444,0.252389,190.0,,,,PRESERVED_SPECIMEN,,,Caricaceae,Vasconcellea,Vasconcellea microcarpa,Vasconcellea microcarpa subsp. microcarpa,SYNONYM,Vasconcellea microcarpa (Jacq.) A.DC.,ec76ce73-e02b-45e6-af0b-b2128f77ac22,,"Arbusto de 2 m, hojas membranáceas, fruto verde.",,,,False,True,,COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE,,Carica microcarpa Jacq.,Colombia,"(-3, 7]"
3390904319,Universidad Tecnológica del Chocó (UTCH),CHOCO,UTCH:CHOCO:08808,08808,2599,Josefina Espina;Fabio García-C;S. Pino,,1989-04-16T00:00:00,1989.0,4.0,16.0,Junto a una quebrada,CO,Chocó,"Corregimiento El Valle, camino de El Valle a Boroboro",-77.42687,6.10416,,,Junto a una quebrada,,PRESERVED_SPECIMEN,,,Salicaceae,Casearia,Casearia oblongifolia,Casearia oblongifolia Cambess.,ACCEPTED,Casearia oblongifolia Cambess.,26d97e94-6ee9-4d5a-a9b8-7d514ec0345c,,Arbolito. Frutos rojos,,,Fructificación,False,True,624.28,INSTITUTION_MATCH_NONE,,Casearia sylvestris Sw.,Colombia,"(-3, 7]"
3351525675,,,MK381202,Atha 14791,,D. Atha,,1994-11-30T00:00:00,1994.0,11.0,30.0,,PR,,,-67.120003,18.129999,,,,https://www.ebi.ac.uk/ena/browser/view/MK381202,PRESERVED_SPECIMEN,ASV:82c6ac178bae832a48b58a935723f41f,,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,d8cd16ba-bb74-4420-821e-083f2bac17c2,,"Cestrum nocturnum isolate LHR21 PsbA (psbA) gene, partial cds; and psbA-trnH intergenic spacer, partial sequence; chloroplast.",,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84,,Cestrum megalophyllum Dunal,Puerto Rico,"(17, 27]"
3351121225,,,MF349675,US:VanNeste813,,VanNeste 813,,2015-08-10T00:00:00,2015.0,8.0,10.0,,US,,"District of Columbia; United States Botanic Garden Production Facility, 4700 Shepherd Parkway SW.",-77.019997,38.82,,,,https://www.ebi.ac.uk/ena/browser/view/MF349675,PRESERVED_SPECIMEN,ASV:a0075116c14d7eb7e68aef405add5ef7,,Solanaceae,Cestrum,Cestrum nocturnum,Cestrum nocturnum L.,ACCEPTED,Cestrum nocturnum L.,d8cd16ba-bb74-4420-821e-083f2bac17c2,,"Cestrum nocturnum isolate AD7LI38 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.",,,,False,True,,GEODETIC_DATUM_ASSUMED_WGS84,,Cestrum megalophyllum Dunal,United States of America,
